asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\manual_schedule\config.json to output directory E:\TSCH-2022\results\2022-04-28_12-03-55\config.json[MAIN]
asn=604  	id=10  	Node	scanning on channel=25...[NODE]
asn=641  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=653  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=660  	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=660  	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=660  	id=4   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=660  	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=660  	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=660  	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=660  	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 4], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=660  	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=665  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=671  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=671  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=675  	id=1   	App	rx app packet seqnum=4 from=4 at cell [ts: 3, co: 2][NODE]
asn=675  	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=4 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=675  	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=675  	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=679  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=687  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=688  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=690  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=705  	id=10  	Node	scanning on channel=20...[NODE]
asn=705  	id=14  	Node	scanning on channel=26...[NODE]
asn=705  	id=2   	Node	scanning on channel=15...[NODE]
asn=705  	id=7   	Node	scanning on channel=15...[NODE]
asn=705  	id=8   	Node	scanning on channel=20...[NODE]
asn=705  	id=6   	Node	scanning on channel=25...[NODE]
asn=705  	id=11  	Node	scanning on channel=20...[NODE]
asn=705  	id=3   	Node	scanning on channel=25...[NODE]
asn=705  	id=9   	Node	scanning on channel=15...[NODE]
asn=711  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=728  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=730  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=739  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=762  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=772  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=775  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=806  	id=11  	Node	scanning on channel=26...[NODE]
asn=806  	id=12  	Node	scanning on channel=25...[NODE]
asn=806  	id=3   	Node	scanning on channel=26...[NODE]
asn=806  	id=2   	Node	scanning on channel=26...[NODE]
asn=806  	id=5   	Node	scanning on channel=26...[NODE]
asn=806  	id=14  	Node	scanning on channel=25...[NODE]
asn=806  	id=10  	Node	scanning on channel=15...[NODE]
asn=806  	id=7   	Node	scanning on channel=25...[NODE]
asn=806  	id=13  	Node	scanning on channel=20...[NODE]
asn=806  	id=8   	Node	scanning on channel=25...[NODE]
asn=809  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=828  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=831  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=855  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=861  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=882  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=893  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=904  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=907  	id=8   	Node	scanning on channel=26...[NODE]
asn=907  	id=6   	Node	scanning on channel=20...[NODE]
asn=907  	id=2   	Node	scanning on channel=20...[NODE]
asn=907  	id=3   	Node	scanning on channel=25...[NODE]
asn=907  	id=11  	Node	scanning on channel=25...[NODE]
asn=907  	id=9   	Node	scanning on channel=26...[NODE]
asn=907  	id=14  	Node	scanning on channel=26...[NODE]
asn=907  	id=10  	Node	scanning on channel=26...[NODE]
asn=925  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=927  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=939  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=950  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=951  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=961  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=975  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=984  	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=984  	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=984  	id=4   	App	generate a packet, seqnum=5 for=1 [PACKET_SOURCE]
asn=984  	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=984  	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=984  	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=984  	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 5], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=984  	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=986  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=992  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=995  	id=1   	App	rx app packet seqnum=5 from=4 at cell [ts: 3, co: 2][NODE]
asn=995  	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=5 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=995  	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=995  	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1003 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1004 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1008 	id=3   	Node	scanning on channel=26...[NODE]
asn=1008 	id=7   	Node	scanning on channel=15...[NODE]
asn=1008 	id=2   	Node	scanning on channel=15...[NODE]
asn=1008 	id=8   	Node	scanning on channel=25...[NODE]
asn=1008 	id=13  	Node	scanning on channel=15...[NODE]
asn=1008 	id=5   	Node	scanning on channel=20...[NODE]
asn=1008 	id=9   	Node	scanning on channel=25...[NODE]
asn=1008 	id=10  	Node	scanning on channel=20...[NODE]
asn=1008 	id=12  	Node	scanning on channel=20...[NODE]
asn=1008 	id=11  	Node	scanning on channel=26...[NODE]
asn=1011 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1045 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1068 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1072 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1072 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1081 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1109 	id=12  	Node	scanning on channel=26...[NODE]
asn=1109 	id=6   	Node	scanning on channel=25...[NODE]
asn=1109 	id=11  	Node	scanning on channel=15...[NODE]
asn=1109 	id=8   	Node	scanning on channel=15...[NODE]
asn=1109 	id=2   	Node	scanning on channel=26...[NODE]
asn=1109 	id=3   	Node	scanning on channel=20...[NODE]
asn=1109 	id=7   	Node	scanning on channel=26...[NODE]
asn=1109 	id=13  	Node	scanning on channel=26...[NODE]
asn=1109 	id=10  	Node	scanning on channel=15...[NODE]
asn=1110 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1113 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1116 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=1116 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=1116 	id=4   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=1116 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=1116 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=1116 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=1116 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 6], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=1116 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=1117 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1122 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1123 	id=1   	App	rx app packet seqnum=6 from=4 at cell [ts: 3, co: 2][NODE]
asn=1123 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=6 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=1123 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1123 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1124 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1133 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1133 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1165 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1179 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1201 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1204 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1210 	id=10  	Node	scanning on channel=20...[NODE]
asn=1210 	id=2   	Node	scanning on channel=25...[NODE]
asn=1210 	id=8   	Node	scanning on channel=26...[NODE]
asn=1210 	id=12  	Node	scanning on channel=20...[NODE]
asn=1210 	id=11  	Node	scanning on channel=25...[NODE]
asn=1210 	id=6   	Node	scanning on channel=15...[NODE]
asn=1210 	id=14  	Node	scanning on channel=20...[NODE]
asn=1210 	id=9   	Node	scanning on channel=20...[NODE]
asn=1210 	id=3   	Node	scanning on channel=26...[NODE]
asn=1210 	id=7   	Node	scanning on channel=25...[NODE]
asn=1214 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1216 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1219 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1260 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1263 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1264 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1272 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=1272 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=1272 	id=4   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=1272 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=1272 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=1272 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=1272 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 7], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=1272 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=1283 	id=1   	App	rx app packet seqnum=7 from=4 at cell [ts: 3, co: 2][NODE]
asn=1283 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=7 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=1283 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1283 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1285 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1286 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1305 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1311 	id=7   	Node	scanning on channel=20...[NODE]
asn=1311 	id=11  	Node	scanning on channel=15...[NODE]
asn=1311 	id=12  	Node	scanning on channel=26...[NODE]
asn=1311 	id=8   	Node	scanning on channel=25...[NODE]
asn=1311 	id=2   	Node	scanning on channel=20...[NODE]
asn=1311 	id=3   	Node	scanning on channel=20...[NODE]
asn=1311 	id=9   	Node	scanning on channel=26...[NODE]
asn=1311 	id=14  	Node	scanning on channel=25...[NODE]
asn=1311 	id=6   	Node	scanning on channel=26...[NODE]
asn=1311 	id=13  	Node	scanning on channel=15...[NODE]
asn=1315 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1327 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1328 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1328 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1328 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1333 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1348 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1368 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1390 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1392 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1399 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1404 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1409 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1412 	id=9   	Node	scanning on channel=25...[NODE]
asn=1412 	id=8   	Node	scanning on channel=15...[NODE]
asn=1412 	id=3   	Node	scanning on channel=15...[NODE]
asn=1412 	id=10  	Node	scanning on channel=15...[NODE]
asn=1412 	id=14  	Node	scanning on channel=20...[NODE]
asn=1420 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1422 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1424 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1443 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1452 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1455 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1459 	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1461 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=1461 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=1461 	id=4   	App	generate a packet, seqnum=8 for=1 [PACKET_SOURCE]
asn=1461 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=1461 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=1461 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=1461 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 8], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=1461 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=1462 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1462 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1475 	id=1   	App	rx app packet seqnum=8 from=4 at cell [ts: 3, co: 2][NODE]
asn=1475 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=8 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=1475 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1475 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1501 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1505 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1513 	id=11  	Node	scanning on channel=25...[NODE]
asn=1513 	id=12  	Node	scanning on channel=15...[NODE]
asn=1513 	id=3   	Node	scanning on channel=20...[NODE]
asn=1513 	id=7   	Node	scanning on channel=25...[NODE]
asn=1513 	id=5   	Node	scanning on channel=25...[NODE]
asn=1513 	id=10  	Node	scanning on channel=25...[NODE]
asn=1513 	id=2   	Node	scanning on channel=25...[NODE]
asn=1535 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1552 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1559 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1582 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1584 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1606 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1613 	id=10  	Node	scanning on channel=20...[NODE]
asn=1613 	id=11  	Node	scanning on channel=20...[NODE]
asn=1613 	id=2   	Node	scanning on channel=15...[NODE]
asn=1613 	id=3   	Node	scanning on channel=25...[NODE]
asn=1613 	id=14  	Node	scanning on channel=15...[NODE]
asn=1613 	id=9   	Node	scanning on channel=26...[NODE]
asn=1613 	id=8   	Node	scanning on channel=25...[NODE]
asn=1613 	id=5   	Node	scanning on channel=20...[NODE]
asn=1621 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1670 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1674 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1674 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1679 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=1679 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=1679 	id=4   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=1679 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=1679 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=1679 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=1679 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 9], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=1679 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=1683 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=1683 	id=1   	App	rx app packet seqnum=9 from=4 at cell [ts: 3, co: 2][NODE]
asn=1683 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=1683 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1683 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
