asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\scenario_1\config.json to output directory E:\TSCH-2022\results\2022-05-06_17-09-05\config.json[MAIN]
asn=301  	id=3   	Node	scanning on channel=12...[NODE]
asn=301  	id=6   	Node	scanning on channel=26...[NODE]
asn=301  	id=7   	Node	scanning on channel=23...[NODE]
asn=301  	id=14  	Node	scanning on channel=22...[NODE]
asn=301  	id=12  	Node	scanning on channel=14...[NODE]
asn=301  	id=2   	Node	scanning on channel=24...[NODE]
asn=301  	id=8   	Node	scanning on channel=26...[NODE]
asn=301  	id=11  	Node	scanning on channel=25...[NODE]
asn=301  	id=4   	Node	scanning on channel=14...[NODE]
asn=301  	id=10  	Node	scanning on channel=12...[NODE]
asn=301  	id=9   	Node	scanning on channel=24...[NODE]
asn=301  	id=5   	Node	scanning on channel=15...[NODE]
asn=302  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=310  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=311  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=311  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=313  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=320  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=323  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=328  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=328  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=332  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=334  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=334  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=347  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=348  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=356  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=356  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=357  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=368  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=372  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=374  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=374  	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=376  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=376  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=390  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=390  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=392  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=395  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=398  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=399  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=399  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=402  	id=5   	Node	scanning on channel=20...[NODE]
asn=402  	id=10  	Node	scanning on channel=13...[NODE]
asn=402  	id=14  	Node	scanning on channel=25...[NODE]
asn=402  	id=7   	Node	scanning on channel=18...[NODE]
asn=402  	id=13  	Node	scanning on channel=14...[NODE]
asn=402  	id=9   	Node	scanning on channel=25...[NODE]
asn=402  	id=6   	Node	scanning on channel=23...[NODE]
asn=402  	id=3   	Node	scanning on channel=18...[NODE]
asn=402  	id=4   	Node	scanning on channel=16...[NODE]
asn=402  	id=12  	Node	scanning on channel=12...[NODE]
asn=402  	id=11  	Node	scanning on channel=18...[NODE]
asn=402  	id=2   	Node	scanning on channel=21...[NODE]
asn=402  	id=8   	Node	scanning on channel=24...[NODE]
asn=403  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=409  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=414  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=422  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=424  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=435  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=435  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=436  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=441  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=445  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=445  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=455  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=456  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=458  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=459  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=466  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=467  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=472  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=472  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=474  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=482  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=491  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=493  	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=493  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=501  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=502  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=503  	id=8   	Node	scanning on channel=26...[NODE]
asn=503  	id=9   	Node	scanning on channel=22...[NODE]
asn=503  	id=2   	Node	scanning on channel=13...[NODE]
asn=503  	id=13  	Node	scanning on channel=11...[NODE]
asn=503  	id=5   	Node	scanning on channel=13...[NODE]
asn=503  	id=7   	Node	scanning on channel=15...[NODE]
asn=503  	id=10  	Node	scanning on channel=12...[NODE]
asn=503  	id=12  	Node	scanning on channel=25...[NODE]
asn=503  	id=11  	Node	scanning on channel=20...[NODE]
asn=503  	id=4   	Node	scanning on channel=19...[NODE]
asn=503  	id=6   	Node	scanning on channel=11...[NODE]
asn=503  	id=3   	Node	scanning on channel=16...[NODE]
asn=504  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=505  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=512  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=512  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=517  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=524  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=527  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=529  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=530  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=540  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=543  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=547  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=548  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=555  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=558  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=558  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=559  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=560  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=570  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=571  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=578  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=579  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=582  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=582  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=587  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=589  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=591  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=595  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=598  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=600  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=604  	id=7   	Node	scanning on channel=19...[NODE]
asn=604  	id=5   	Node	scanning on channel=21...[NODE]
asn=604  	id=8   	Node	scanning on channel=11...[NODE]
asn=604  	id=13  	Node	scanning on channel=15...[NODE]
asn=604  	id=9   	Node	scanning on channel=24...[NODE]
asn=604  	id=4   	Node	scanning on channel=16...[NODE]
asn=604  	id=6   	Node	scanning on channel=17...[NODE]
asn=604  	id=11  	Node	scanning on channel=19...[NODE]
asn=604  	id=12  	Node	scanning on channel=17...[NODE]
asn=604  	id=10  	Node	scanning on channel=23...[NODE]
asn=604  	id=14  	Node	scanning on channel=12...[NODE]
asn=606  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=610  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=611  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=612  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=623  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=626  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=631  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=636  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=636  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=642  	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=643  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=648  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=648  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=656  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=658  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=658  	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=658  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=661  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=670  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=677  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=679  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=679  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=682  	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=687  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=688  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=691  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=695  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=701  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=702  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=703  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=705  	id=10  	Node	scanning on channel=11...[NODE]
asn=705  	id=12  	Node	scanning on channel=24...[NODE]
asn=705  	id=13  	Node	scanning on channel=24...[NODE]
asn=705  	id=8   	Node	scanning on channel=14...[NODE]
asn=705  	id=5   	Node	scanning on channel=16...[NODE]
asn=705  	id=3   	Node	scanning on channel=12...[NODE]
asn=705  	id=7   	Node	scanning on channel=26...[NODE]
asn=705  	id=11  	Node	scanning on channel=21...[NODE]
asn=705  	id=6   	Node	scanning on channel=21...[NODE]
asn=705  	id=4   	Node	scanning on channel=22...[NODE]
asn=705  	id=14  	Node	scanning on channel=13...[NODE]
asn=707  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=712  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=716  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=717  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=719  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=728  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=729  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=730  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=736  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=742  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=744  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=745  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=751  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=751  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=758  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=760  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=762  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=769  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=769  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=771  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=774  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=782  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=783  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=788  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=799  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=802  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=802  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=806  	id=14  	Node	scanning on channel=17...[NODE]
asn=806  	id=6   	Node	scanning on channel=22...[NODE]
asn=806  	id=8   	Node	scanning on channel=20...[NODE]
asn=806  	id=13  	Node	scanning on channel=23...[NODE]
asn=806  	id=10  	Node	scanning on channel=17...[NODE]
asn=806  	id=12  	Node	scanning on channel=21...[NODE]
asn=806  	id=2   	Node	scanning on channel=15...[NODE]
asn=806  	id=4   	Node	scanning on channel=17...[NODE]
asn=806  	id=9   	Node	scanning on channel=18...[NODE]
asn=806  	id=11  	Node	scanning on channel=25...[NODE]
asn=806  	id=3   	Node	scanning on channel=17...[NODE]
asn=806  	id=7   	Node	scanning on channel=24...[NODE]
asn=809  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=813  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=817  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=820  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=827  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=828  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=830  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=831  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=840  	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=841  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=843  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=849  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=854  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=856  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=862  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=862  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=874  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=874  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=878  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=884  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=886  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=890  	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=893  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=894  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=902  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=903  	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=905  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=907  	id=7   	Node	scanning on channel=18...[NODE]
asn=907  	id=3   	Node	scanning on channel=11...[NODE]
asn=907  	id=13  	Node	scanning on channel=25...[NODE]
asn=907  	id=8   	Node	scanning on channel=11...[NODE]
asn=907  	id=5   	Node	scanning on channel=21...[NODE]
asn=907  	id=14  	Node	scanning on channel=11...[NODE]
asn=907  	id=6   	Node	scanning on channel=12...[NODE]
asn=907  	id=11  	Node	scanning on channel=13...[NODE]
asn=907  	id=9   	Node	scanning on channel=11...[NODE]
asn=907  	id=10  	Node	scanning on channel=21...[NODE]
asn=907  	id=4   	Node	scanning on channel=19...[NODE]
asn=907  	id=12  	Node	scanning on channel=23...[NODE]
asn=910  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=911  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=911  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=919  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=920  	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=921  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=928  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=930  	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=934  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=936  	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=940  	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=941  	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
